DateTime,IGNORE,Ensemble ET,"Megalitres","ET Units","Source","Method"
2023-01-01 00:00:00,IGNORE,0,"mm","OpenET","https://openetdata.org/#tool"
2023-01-02 00:00:00,IGNORE,0,
2023-01-03 00:00:00,IGNORE,0.274,
2023-01-04 00:00:00,IGNORE,0.547,
2023-01-05 00:00:00,IGNORE,0.109,
2023-01-06 00:00:00,IGNORE,0,
2023-01-07 00:00:00,IGNORE,0.109,
2023-01-08 00:00:00,IGNORE,0.44,
2023-01-09 00:00:00,IGNORE,0,
2023-01-10 00:00:00,IGNORE,0,
2023-01-11 00:00:00,IGNORE,0.56,
2023-01-12 00:00:00,IGNORE,1.183,
2023-01-13 00:00:00,IGNORE,0.68,
2023-01-14 00:00:00,IGNORE,0.171,
2023-01-15 00:00:00,IGNORE,0.057,
2023-01-16 00:00:00,IGNORE,0.691,
2023-01-17 00:00:00,IGNORE,1.043,
2023-01-18 00:00:00,IGNORE,0.641,
2023-01-19 00:00:00,IGNORE,0.059,
2023-01-20 00:00:00,IGNORE,0.294,
2023-01-21 00:00:00,IGNORE,0.178,
2023-01-22 00:00:00,IGNORE,0.119,
2023-01-23 00:00:00,IGNORE,0.299,
2023-01-24 00:00:00,IGNORE,0.241,
2023-01-25 00:00:00,IGNORE,0.06,
2023-01-26 00:00:00,IGNORE,0.243,
2023-01-27 00:00:00,IGNORE,0.122,
2023-01-28 00:00:00,IGNORE,0.061,
2023-01-29 00:00:00,IGNORE,0.124,
2023-01-30 00:00:00,IGNORE,0.186,
2023-01-31 00:00:00,IGNORE,0.15,
2023-02-01 00:00:00,IGNORE,0.168,
2023-02-02 00:00:00,IGNORE,0.056,
2023-02-03 00:00:00,IGNORE,0.114,
2023-02-04 00:00:00,IGNORE,0.344,
2023-02-05 00:00:00,IGNORE,0.289,
2023-02-06 00:00:00,IGNORE,0.64,
2023-02-07 00:00:00,IGNORE,0.645,
2023-02-08 00:00:00,IGNORE,0.994,
2023-02-09 00:00:00,IGNORE,0.466,
2023-02-10 00:00:00,IGNORE,0.483,
2023-02-11 00:00:00,IGNORE,0.853,
2023-02-12 00:00:00,IGNORE,0.497,
2023-02-13 00:00:00,IGNORE,0.646,
2023-02-14 00:00:00,IGNORE,0.415,
2023-02-15 00:00:00,IGNORE,0.156,
2023-02-16 00:00:00,IGNORE,0.138,
2023-02-17 00:00:00,IGNORE,0.325,
2023-02-18 00:00:00,IGNORE,0.448,
2023-02-19 00:00:00,IGNORE,0,
2023-02-20 00:00:00,IGNORE,0.141,
2023-02-21 00:00:00,IGNORE,0.311,
2023-02-22 00:00:00,IGNORE,0.397,
2023-02-23 00:00:00,IGNORE,0.123,
2023-02-24 00:00:00,IGNORE,0.332,
2023-02-25 00:00:00,IGNORE,0.534,
2023-02-26 00:00:00,IGNORE,0.737,
2023-02-27 00:00:00,IGNORE,0.539,
2023-02-28 00:00:00,IGNORE,0.812,
2023-03-01 00:00:00,IGNORE,0.28,
2023-03-02 00:00:00,IGNORE,0.633,
2023-03-03 00:00:00,IGNORE,1.06,
2023-03-04 00:00:00,IGNORE,0.781,
