DateTime,IGNORE,Ensemble ET,"Megalitres","ET Units","Source","Method"
2022-01-01 00:00:00,IGNORE,0.032,"mm","OpenET","https://openetdata.org/#tool"
2022-01-02 00:00:00,IGNORE,0.064,
2022-01-03 00:00:00,IGNORE,0.095,
2022-01-04 00:00:00,IGNORE,0.101,
2022-01-05 00:00:00,IGNORE,0.036,
2022-01-06 00:00:00,IGNORE,0,
2022-01-07 00:00:00,IGNORE,0.079,
2022-01-08 00:00:00,IGNORE,0.166,
2022-01-09 00:00:00,IGNORE,0.043,
2022-01-10 00:00:00,IGNORE,0.136,
2022-01-11 00:00:00,IGNORE,0.379,
2022-01-12 00:00:00,IGNORE,0.198,
2022-01-13 00:00:00,IGNORE,0.228,
2022-01-14 00:00:00,IGNORE,0.129,
2022-01-15 00:00:00,IGNORE,0.217,
2022-01-16 00:00:00,IGNORE,0.56,
2022-01-17 00:00:00,IGNORE,0.526,
2022-01-18 00:00:00,IGNORE,0.572,
2022-01-19 00:00:00,IGNORE,0.103,
2022-01-20 00:00:00,IGNORE,0.114,
2022-01-21 00:00:00,IGNORE,0.613,
2022-01-22 00:00:00,IGNORE,0,
2022-01-23 00:00:00,IGNORE,0.094,
2022-01-24 00:00:00,IGNORE,0.174,
2022-01-25 00:00:00,IGNORE,0.08,
2022-01-26 00:00:00,IGNORE,0.59,
2022-01-27 00:00:00,IGNORE,0.268,
2022-01-28 00:00:00,IGNORE,0.197,
2022-01-29 00:00:00,IGNORE,0.449,
2022-01-30 00:00:00,IGNORE,0.313,
2022-01-31 00:00:00,IGNORE,0.306,
2022-02-01 00:00:00,IGNORE,0.266,
2022-02-02 00:00:00,IGNORE,0.065,
2022-02-03 00:00:00,IGNORE,0.126,
2022-02-04 00:00:00,IGNORE,0.185,
2022-02-05 00:00:00,IGNORE,0.3,
2022-02-06 00:00:00,IGNORE,0.117,
2022-02-07 00:00:00,IGNORE,0.227,
2022-02-08 00:00:00,IGNORE,0.828,
2022-02-09 00:00:00,IGNORE,0.321,
2022-02-10 00:00:00,IGNORE,0.468,
2022-02-11 00:00:00,IGNORE,0.201,
2022-02-12 00:00:00,IGNORE,0.146,
2022-02-13 00:00:00,IGNORE,0.094,
2022-02-14 00:00:00,IGNORE,0.182,
2022-02-15 00:00:00,IGNORE,0.22,
2022-02-16 00:00:00,IGNORE,0.127,
2022-02-17 00:00:00,IGNORE,0.122,
2022-02-18 00:00:00,IGNORE,0.235,
2022-02-19 00:00:00,IGNORE,0.488,
2022-02-20 00:00:00,IGNORE,0.359,
2022-02-21 00:00:00,IGNORE,0.137,
2022-02-22 00:00:00,IGNORE,0.098,
2022-02-23 00:00:00,IGNORE,0.124,
2022-02-24 00:00:00,IGNORE,0.118,
2022-02-25 00:00:00,IGNORE,0.14,
2022-02-26 00:00:00,IGNORE,0.316,
2022-02-27 00:00:00,IGNORE,0,
2022-02-28 00:00:00,IGNORE,0.208,
2022-03-01 00:00:00,IGNORE,0.265,
2022-03-02 00:00:00,IGNORE,0.133,
2022-03-03 00:00:00,IGNORE,0.178,
2022-03-04 00:00:00,IGNORE,0.179,
2022-03-05 00:00:00,IGNORE,0.202,
2022-03-06 00:00:00,IGNORE,0.113,
2022-03-07 00:00:00,IGNORE,0.249,
2022-03-08 00:00:00,IGNORE,0.227,
2022-03-09 00:00:00,IGNORE,0.068,
2022-03-10 00:00:00,IGNORE,0.114,
2022-03-11 00:00:00,IGNORE,0.046,
2022-03-12 00:00:00,IGNORE,0.161,
2022-03-13 00:00:00,IGNORE,0.254,
2022-03-14 00:00:00,IGNORE,0.301,
2022-03-15 00:00:00,IGNORE,0.582,
2022-03-16 00:00:00,IGNORE,0.654,
2022-03-17 00:00:00,IGNORE,0.516,
2022-03-18 00:00:00,IGNORE,0.376,
2022-03-19 00:00:00,IGNORE,0.519,
2022-03-20 00:00:00,IGNORE,0.592,
2022-03-21 00:00:00,IGNORE,0.618,
2022-03-22 00:00:00,IGNORE,0.238,
2022-03-23 00:00:00,IGNORE,0.311,
2022-03-24 00:00:00,IGNORE,0.6,
2022-03-25 00:00:00,IGNORE,0.17,
2022-03-26 00:00:00,IGNORE,0.246,
2022-03-27 00:00:00,IGNORE,0.299,
2022-03-28 00:00:00,IGNORE,0.379,
2022-03-29 00:00:00,IGNORE,0.664,
2022-03-30 00:00:00,IGNORE,0.258,
2022-03-31 00:00:00,IGNORE,0.366,
2022-04-01 00:00:00,IGNORE,0.564,
2022-04-02 00:00:00,IGNORE,0.457,
2022-04-03 00:00:00,IGNORE,0.433,
2022-04-04 00:00:00,IGNORE,0.671,
2022-04-05 00:00:00,IGNORE,0.502,
2022-04-06 00:00:00,IGNORE,0.388,
2022-04-07 00:00:00,IGNORE,0.392,
2022-04-08 00:00:00,IGNORE,0.762,
2022-04-09 00:00:00,IGNORE,0.832,
2022-04-10 00:00:00,IGNORE,0.804,
2022-04-11 00:00:00,IGNORE,0.759,
2022-04-12 00:00:00,IGNORE,0.931,
2022-04-13 00:00:00,IGNORE,0.456,
2022-04-14 00:00:00,IGNORE,0.441,
2022-04-15 00:00:00,IGNORE,0.374,
2022-04-16 00:00:00,IGNORE,0.741,
2022-04-17 00:00:00,IGNORE,0.885,
2022-04-18 00:00:00,IGNORE,0.493,
2022-04-19 00:00:00,IGNORE,1.378,
2022-04-20 00:00:00,IGNORE,1.081,
2022-04-21 00:00:00,IGNORE,1.631,
2022-04-22 00:00:00,IGNORE,1.307,
2022-04-23 00:00:00,IGNORE,1.905,
2022-04-24 00:00:00,IGNORE,1.131,
2022-04-25 00:00:00,IGNORE,0.88,
