#,Date-Time (CST/CDT),Ch: 1 - S25-30cmTemp   (°C),Host Connected,End of File
1,10/22/2022 09:17:39,12.70,,
2,10/22/2022 10:17:39,7.20,,
3,10/22/2022 11:17:39,7.08,,
4,10/22/2022 12:17:39,7.03,,
5,10/22/2022 13:17:39,6.99,,
6,10/22/2022 14:17:39,6.99,,
7,10/22/2022 15:17:39,6.95,,
8,10/22/2022 16:17:39,6.90,,
9,10/22/2022 17:17:39,6.95,,
10,10/22/2022 18:17:39,6.99,,
11,10/22/2022 19:17:39,6.90,,
12,10/22/2022 20:17:39,6.95,,
13,10/22/2022 21:17:39,6.95,,
14,10/22/2022 22:17:39,6.95,,
15,10/22/2022 23:17:39,6.95,,
16,10/23/2022 00:17:39,6.95,,
17,10/23/2022 01:17:39,6.95,,
18,10/23/2022 02:17:39,6.95,,
19,10/23/2022 03:17:39,6.95,,
20,10/23/2022 04:17:39,6.95,,
21,10/23/2022 05:17:39,6.99,,
22,10/23/2022 06:17:39,6.99,,
23,10/23/2022 07:17:39,6.99,,
24,10/23/2022 08:17:39,7.03,,
25,10/23/2022 09:17:39,6.99,,
26,10/23/2022 10:17:39,6.95,,
27,10/23/2022 11:17:39,6.99,,
28,10/23/2022 12:17:39,7.03,,
29,10/23/2022 13:17:39,6.95,,
30,10/23/2022 14:17:39,7.03,,
31,10/23/2022 15:17:39,6.99,,
32,10/23/2022 16:17:39,7.03,,
33,10/23/2022 17:17:39,7.03,,
34,10/23/2022 18:17:39,7.03,,
35,10/23/2022 19:17:39,7.03,,
36,10/23/2022 20:17:39,6.95,,
37,10/23/2022 21:17:39,6.95,,
38,10/23/2022 22:17:39,7.03,,
39,10/23/2022 23:17:39,7.03,,
40,10/24/2022 00:17:39,7.03,,
41,10/24/2022 01:17:39,7.03,,
42,10/24/2022 02:17:39,7.03,,
43,10/24/2022 03:17:39,7.08,,
44,10/24/2022 04:17:39,7.08,,
45,10/24/2022 05:17:39,7.08,,
46,10/24/2022 06:17:39,7.08,,
47,10/24/2022 07:17:39,7.08,,
48,10/24/2022 08:17:39,7.08,,
49,10/24/2022 09:17:39,7.08,,
50,10/24/2022 10:17:39,7.12,,
51,10/24/2022 11:17:39,7.12,,
52,10/24/2022 12:17:39,7.16,,
53,10/24/2022 13:17:39,7.16,,
54,10/24/2022 14:17:39,7.20,,
55,10/24/2022 15:17:39,7.20,,
56,10/24/2022 16:17:39,7.20,,
57,10/24/2022 17:17:39,7.20,,
58,10/24/2022 18:17:39,7.25,,
59,10/24/2022 19:17:39,7.25,,
60,10/24/2022 20:17:39,7.20,,
61,10/24/2022 21:17:39,7.29,,
